id,judul,ringkasan,popularitas,dewasa,original_language,id_negara,negara,id_perusahaan,perusahaan,negara_asal_perusahaan,durasi,pendapatan,tanggal_rilis,jumlah_vote,vote_rata_rata,sertifikasi,id_imdb,tahun_rilis
474596,One Fine Day,,1.4,False,id,ID,Indonesia,78913.0,Screenplay Films,ID,101,0,2017-10-12,2,7.0,13+,,2017
472621,Hantu Jeruk Purut Reborn,"Ketika Ayah Jenny meninggal, seluruh keluarga terkejut dengan kabar tersebut. Ayah Jenny dimakamkan di TPU Jeruk Purut dan semuanya berjalan lancar hingga ada hal janggal ketika mereka kembali kerumah.",1.4,False,id,ID,Indonesia,,,,97,0,2017-09-14,0,0.0,,,2017
458019,Kukejar Cinta ke Negeri Cina,"Ridwan Imam Fadli (Adipati Dolken) mahasiswa abadi yang dipanggil Imam, namanya sangat Islami tapi nyaris tidak melakukan kewajiban sebagai muslim. Kekasihnya Widya (Nina Zatulini) adik kelasnya, sudah selesai kuliah dan kerja. Mereka pacaran 4 tahun, Widya mulai tidak sabaran karena Imam belum juga lulus, sebaliknya Imam kecewa karena Widya harus berpakaian kantor yang sexy.",1.4,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,90,0,2014-12-04,3,5.3,,tt6120690,2014
457720,Broken Hearts,,1.4,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,96,0,2012-05-16,1,6.0,,tt2187564,2012
457609,Check in Bangkok,,1.4,False,id,ID,Indonesia,65114.0,K2K Production,ID,90,0,2015-03-26,0,0.0,,,2015
453783,Kastil Tua,,1.4,False,id,ID,Indonesia,81484.0,Capitol Entertainment,,83,0,2015-08-20,0,0.0,,,2015
447376,Badai Pasti Berlalu,,1.4,False,id,ID,Indonesia,87881.0,Astral Picture,,90,0,2007-02-14,0,0.0,,tt1045814,2007
444053,3 Dara,,1.4,False,id,ID,Indonesia,69003.0,MNC Pictures,ID,82,0,2015-10-23,4,6.0,PG-13,,2015
441500,Sang Martir,,1.4,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,98,0,2012-10-25,1,6.0,,,2012
441136,Petak Umpet Minako,,1.4,False,id,ID,Indonesia,86442.0,Andromeda Pictures,,90,0,2017-09-07,0,0.0,,tt7161990,2017
441063,The Promise,,1.4,False,id,ID,Indonesia,139671.0,Applecross Production Indonesia,,85,0,2017-02-02,0,0.0,,tt6072400,2017
426402,Wa'alaikumussalam Paris,,1.4,False,id,ID,Indonesia,10657.0,Maxima Pictures,ID,106,0,2016-03-17,1,6.5,,,2016
423752,I Am Hope,,1.4,False,id,ID,Indonesia,96617.0,Alkimia Production,,108,0,2016-02-18,0,0.0,,tt5931390,2016
420483,Jin Galunggung,,1.4,False,id,ID,Indonesia,176640.0,PT Daya Istri Film,ID,95,0,1982-01-01,0,0.0,,,1982
418166,Makin Lama Makin Asyik,,1.4,False,id,ID,Indonesia,16514.0,Soraya Intercine Films,ID,106,0,1987-09-26,2,7.0,,,1987
410654,Triangle: The Dark Side,,1.4,False,id,ID,Indonesia,80232.0,SSS Pictures,,93,0,2016-08-18,0,0.0,,,2016
404937,London Love Story,"Cinta bukanlah cinta, jika menyerah..  Adalah Dave (Dimas anggara), kepopulerannya di kalangan para mahasiswa ternyata tidak dapat menutupi kekosongan hatinya, sejak ditinggalkan oleh satu satunya cewek yang dicintainya. Cewek yang lenyap dari hidupnya justru di saat Dave ingin menjadikannya cinta terakhir. Suatu malam ketika baru pulang dari pesta ulang tahun temannya, dia bertemu dengan seorang cewek yang berusaha bunuh diri yaitu Adelle (Adila Fitri), Dave berusaha meyakinkan apa yang dilakukan sia sia. Awal pertemuan membuat cewek yang ditolongnya justru jatuh cinta hanya dalam waktu dua hari, dari sikap dave yang sangat baik.",1.4,False,id,ID,Indonesia,78913.0,Screenplay Films,ID,90,0,2016-02-04,3,5.5,13+,tt11644218,2016
387583,Anak Kos Dodol,"Menceritakan tentang ke 13 mahasiswi yang tingal di sebuah kosan di Yogyakarta. Mereka yang merasa bebas jauh dari orang tua, namun kebebasan mereka melampaui batas. Hinga suatu ketika ada kunjungan orang tua ke kosan mereka. Mereka pun mencari cara agar kecerobohan yang mereka buat tidak ketahuan.",1.4,False,id,ID,Indonesia,74244.0,Rumah Kreatif 23,,86,0,2015-02-26,1,5.5,PG-13,,2015
381148,Comic 8: Casino Kings - Part 2,"Ke delapan agen rahasia (Arie Kriting, Babe Cabiita, Bintang Bete, Ernest Prakasa, Fico Fachriza, Ge Pamungkas, Kemal Palevi, Mongol) yang memakai nama samaran “COMIC 8” kembali beraksi.  Mereka yang telah dijebak oleh THE KING (Sophia Latjuba) bersama para pasukannya yang dipimpin oleh Isa (Donny Alamsyah) dan Bella (Hannah Al Rashid), serta seorang konspirator licik bernama Dr. Pandji (Pandji Pragiwaksono) ; terpaksa bertaruh akan kelangsungan hidup mereka, di dalam permainan Judi online yang tersebar ke para Raja Judi di seluruh dunia.",1.4,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,95,0,2016-03-03,6,4.7,,tt5065314,2016
381136,Selendang Rocker,,1.4,False,id,ID,Indonesia,7872.0,Rapi Films,ID,89,0,2009-10-22,0,0.0,,tt1537896,2009
380936,Serdadu Kumbang,,1.4,False,id,ID,Indonesia,31521.0,Alenia Pictures,ID,106,0,2011-06-16,1,9.0,,tt2062636,2011
360766,Drupadi,,1.4,False,id,ID,Indonesia,63784.0,Miles Films,ID,40,0,2008-12-08,0,0.0,,tt1431056,2008
360766,Drupadi,,1.4,False,id,ID,Indonesia,63784.0,Miles Films,ID,40,0,2008-12-08,0,0.0,,tt1431056,2008
343015,Dealova,,1.4,False,id,ID,Indonesia,148590.0,Flix Pictures,,106,0,2005-09-08,2,6.2,,tt1068232,2005
315273,Bayi Ajaib,"Bayi Ajaib berkisah tentang persaingan antara Dorman dan Kosim dalam memperebutkan kedudukan sebagai lurah. Kosim menggunakan hartanya, dari hasil penemuan intan, untuk membantunya meraih posisi lurah",1.4,False,id,ID,Indonesia,42713.0,PT Empat Gajah Film,,94,0,1982-01-01,1,8.0,,tt2494868,1982
300835,Perahu Kertas,"Perahu Kertas mengisahkan pasang surut hubungan dua anak manusia, yaitu Kugy (Maudy Ayunda) dan Keenan (Adipati Dolken). Kugy adalah seorang gadis tomboy, periang, dan yang percaya bahwa dirinya adalah agen Dewa Neptunus. Kugy selalu memiliki ""ritual"" unik, yaitu menulis setiap curahan hatinya ke selembar kertas, yang lalu dibuatnya menjadi perahu untuk kemudian dihanyutkan ke air. Meskipun sekilas dia gadis periang yang slenge'an, namun dia memiliki pandangan hidup yang cenderung filosofis.",1.4,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,111,0,2012-08-16,4,7.4,,tt2343134,2012
299708,Malam Minggu Miko The Movie,,1.4,False,id,ID,Indonesia,90861.0,Visualika Production,ID,90,0,2014-09-11,1,4.0,,,2014
280666,Secangkir Kopi Pahit,,1.4,False,id,ID,Indonesia,88028.0,Sukma Putera Films,,100,0,1985-01-02,0,0.0,,tt0288210,1985
278869,Pasukan Berani Mati,,1.4,False,id,ID,Indonesia,,,,124,0,1982-07-07,2,6.0,,tt0121358,1982
260083,Jamila dan Sang Presiden,,1.4,False,id,ID,Indonesia,16614.0,MVP Pictures,ID,87,0,2009-04-30,3,5.7,,tt1431086,2009
241947,Gengsi Dooong,,1.4,False,id,,,92244.0,PT Bola Dunia Film,ID,116,0,1980-01-01,4,5.5,mpiaa,,1980
232287,Tjoet Nja' Dhien,,1.4,False,id,ID,Indonesia,65106.0,PT Kanta Indah Film,ID,127,0,1988-10-01,3,8.0,,tt0206348,1988
222454,3 Hati Dua Dunia Satu Cinta,,1.4,False,id,ID,Indonesia,61689.0,Mizan Productions,,100,0,2010-07-01,1,7.0,,tt1692957,2010
218638,Kemasukan Setan,Eddy mempunyai hobi cukup aneh: mencari setan dan ingin bertemu dengan setan. Eddy selalu berfikir secara logis dan tidak percaya sekadar omongan. Semua harus dengan bukti nyata. Hampir dua tahun usahanya mencari bukti tentang keberadaan setan selalu menuai hasil nihil. Suatu hari Eddy merasa jenuh. Akhirnya dia memilih jalan ekstrem untuk bisa berkomunikasi dengan mahluk “gaib”.,1.4,False,id,,,,,,90,0,2013-09-18,0,0.0,,,2013
115391,Menculik Miyabi,,1.4,False,id,ID,Indonesia,,,,81,0,2010-05-06,0,0.0,,tt1653884,2010
106534,Perkawinan Nyi Blorong,,1.4,False,id,ID,Indonesia,16514.0,Soraya Intercine Films,ID,90,0,1983-11-12,0,0.0,,tt0451856,1983
421244,Dear Love,,1.395,False,id,ID,Indonesia,82369.0,Himalaya Pictures,,105,0,2016-10-14,0,0.0,,,2016
611052,Iqro: My Universe,Aqilla bermimpi untuk menjadi seorang astronaut dan berusaha memenangkan lomba membuat vlog tentang tokoh antariksa dengan hadiah diundang ke Pusat Penelitian Angkasa Luar di Inggris. Kekecewaan karena Opanya yang seorang astronom harus bertugas ke Inggris dan tidak dapat membantunya membuat vlog akhirnya mempertemukan Aqilla dengan seorang astronaut wanita Indonesia yang sedang melakukan penelitian tanaman untuk hidup di luar angkasa.,1.223,False,id,ID,Indonesia,90862.0,PT Bumi Prasidhi Bi-Epsi,,101,0,2019-07-11,0,0.0,SU,tt10495074,2019
516708,Jelita Sejuba,,1.391,False,id,,,103109.0,Drelin Amagra Pictures,,105,0,2018-04-07,1,6.0,,tt8250640,2018
477392,Molulo: Jodoh Tak Bisa Dipaksa,"Mengambil latar belakang dari seorang lelaki bugis dan dijodohkan oleh orangtuanya, namun karena tidak menerima dijodohkan, akhirnya dia pergi kabur ke Kendari dan bertemu dengan wanita idaman  pada saat acara Molulo.",1.386,False,id,ID,Indonesia,95280.0,Rumah Semut,,91,0,2017-11-02,0,0.0,,,2017
360764,Banyu Biru,,1.386,False,id,ID,Indonesia,77167.0,Salto Films,,78,0,2005-03-10,1,7.0,,tt0454589,2005
532795,Permainan binal,,1.384,False,id,,,79888.0,PT Cancer Mas Film,,100,0,1995-01-01,0,0.0,,tt8597408,1995
58287,Stand van de sterren,,1.383,False,id,NL,Netherlands,,,,109,0,2011-03-03,6,8.5,9,tt1742178,2011
601534,Maryam,,0.829,False,id,ID,Indonesia,163960.0,Bisokop Merdeka FIlm,,18,0,2014-09-04,0,0.0,,tt4129404,2014
543441,Aib #Cyberbully,,1.381,False,id,ID,Indonesia,107948.0,Anami Films,,75,0,2018-08-02,1,7.5,21+,tt8590936,2018
459122,Pukulan Maut,,1.38,False,id,ID,Indonesia,46519.0,My Dream Pictures,,78,0,2014-01-09,0,0.0,,,2014
798840,Naga Naga Naga,,1.305,False,id,ID,Indonesia,5344.0,MD Pictures,ID,96,0,2022-06-16,0,0.0,13+,tt13540506,2022
522251,Saur Sepuh V: Istana Atap Langit,,1.379,False,id,ID,Indonesia,104173.0,PT Elang Perkasa Film,ID,79,0,1992-09-01,1,6.0,,,1992
537121,"Sule, Ay Need You",,0.827,False,id,ID,Indonesia,106899.0,E-Motion Entertainment,,93,0,2012-05-31,1,7.5,,tt2171114,2012
421254,Terpana,,1.377,False,id,ID,Indonesia,76548.0,Metafor Pictures Production,,73,0,2016-11-05,1,6.5,,tt5886082,2016
388073,3 Pejantan Tanggung,,1.376,False,id,ID,Indonesia,7872.0,Rapi Films,ID,80,0,2010-12-30,1,6.0,PG-13,tt1817669,2010
460516,Filosofi Kopi 2: Ben & Jody,"Film yang menceritakan dua orang peracik kopi yang menemukan makna kehidupan sesungguhnya dari secangkir kopi, menjadi kisah inspiratif dalam balutan pencarian mereka membuat kopi terbaik.",1.375,False,id,ID,Indonesia,51422.0,Visinema Pictures,ID,90,0,2017-07-13,6,7.2,,tt7138190,2017
456422,Critical Eleven,"Ale (Reza Rahadian) dan Anya (Adinia Wirasti) pertama kali bertemu dalam penerbangan Jakarta - Sydney. Saat pertemuan terjadi, 3 menit pertama Anya mulai terpikat, 7 jam berikutnya mereka duduk bersebelahan dan saling mengenal lewat percakapan dan tawa satu sama lain, sampailah pada 8 menit sebelum berpisah.",1.372,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,135,0,2017-05-10,13,7.5,,tt6426714,2017
1059372,Dear David,,1.406,False,id,ID,Indonesia,95160.0,Palari Films,ID,0,0,2023-02-09,0,0.0,12,tt21986198,2023
420212,Misteri Dari Gunung Merapi II: Titisan Roh Nyai Kembang,,1.355,False,id,,,,,,96,0,1990-01-01,0,0.0,,,1990
617199,Ritual,,1.217,False,id,ID,Indonesia,121557.0,Scream Film,,0,0,2019-08-22,0,0.0,17+,,2019
466484,"Banda, The Dark Forgotten Trail",,1.35,False,id,ID,Indonesia,78890.0,LifeLike Pictures,ID,94,0,2017-08-03,0,0.0,,tt7131752,2017
595234,Sexy Killers,,1.025,False,id,ID,Indonesia,118677.0,Watchdoc,,90,0,2019-04-13,2,8.2,,,2019
522116,Ananta,"Tania (Michelle Ziudith), bersifat antisosial dan dipenuhi khayalan yang selalu ia tuangkan ke dalam kanvas lukisnya. Ia juga tipe pemberontak. Ananta ( Fero Walandouw), udik, lugu dan polos, sering dihina dan diperlakukan tidak selayaknya oleh Tania. Namun, Ananta tetap bertahan menemani Tania dalam kesehariannya. Ananta memperkenalkan Pierre (Nino Fernandez) ke Tania. Cowok berdarah indo-perancis, tampan, diharap bisa membuat Tania bahagia. Kehadiran Piere membuat perubahan pada Tania. Saat Tania menyadari Ananta menghilang, ia pun berubah. Tania stress berat. Ia sangat merindukan sosok pria udik yang kerap dicaci makinya.",1.349,False,id,ID,Indonesia,5344.0,MD Pictures,ID,91,0,2018-05-03,4,7.5,13+,tt8359898,2018
488090,Naura & Genk Juara The Movie,,1.349,False,id,ID,Indonesia,90347.0,Kompas Gramedia Studio,,103,0,2017-11-16,0,0.0,,,2017
513936,Tarling is Darling,,1.348,False,id,ID,Indonesia,102537.0,Lubis Team Worker,,109,0,2017-03-25,0,0.0,,tt7338618,2017
427501,Blok M,,1.348,False,id,ID,Indonesia,83704.0,PT Parkit Films,ID,83,0,1990-11-24,0,0.0,17,tt0336057,1990
441141,The Chocolate Chance,,1.347,False,id,ID,Indonesia,90345.0,Darihati Films,,85,0,2017-02-02,0,0.0,,,2017
459701,Seserahan,,1.345,False,id,,,,,,11,0,2014-12-13,0,0.0,,tt4186242,2014
217536,Cahaya Kecil,"Gilang Krishna (Petra Sihombing) tidak melanjutkan kuliah musiknya di Amerika karena ayahnya, Arya Krisna, (Andy /rif) masuk penjara akibat narkoba. Gilang marah pada ayahnya yang begitu ia cintai dan kagumi. Abraham (Verdi Solaiman), mantan manajer Arya, mengajak Gilang terjun ke dunia musik. Ia memanfaatkan momen kesedihan itu, mendramatisirnya dan menjualnya. Gilang tampil tanpa nama belakang Krisna. Sukses, Ia juga pacaran dengan Saskia (Taskya Namya), model.  Arya keluar dari penjara. Gilang tak mau menerima ayahnya. Hubungan ayah-anak ini jadi sorotan media. Sikap gilang nyaris menjatuhkan namanya. Gilang berbalik sikap. Di depan umum ia jadi anak yang baik, tapi di belakang ia tetap belum bisa memaafkan ayahnya. Gilang bersikap demikian demi popularitas, Arya demi dekat anaknya.",1.344,False,id,ID,Indonesia,107189.0,Phinaeon Entertainment,,97,0,2013-09-26,0,0.0,,,2013
963403,Di Bawah Langit,,0.954,False,id,ID,Indonesia,173518.0,Opick Tombo Ati Film,,90,0,2010-03-18,0,0.0,,tt1620448,2010
961627,London Virginia,,0.806,False,id,ID,Indonesia,173294.0,Momenta Media,,95,0,2010-12-02,0,0.0,,tt1791542,2010
591415,Pocong the Origin,"Ananta, pembunuh berdarah dingin telah dieksekusi mati oleh Negara. Sasthi, putri satu-satunya, harus mengantarkan jenazah sang ayah untuk dikuburkan di kampung halamannya. Dengan ditemani Yama, sipir penjara, keduanya berpacu dengan waktu untuk mencapai kampung Ananta. Hal ini menjadi semakin sulit karna berbagai gangguan gaib menghalangi mereka di sepanjang perjalanan.",1.554,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,91,0,2019-04-18,3,7.833,13+,tt10092770,2019
477810,Mereka Yang Tak Terlihat,Seorang anak indigo berkomunikasi dengan arwah penasaran yang ingin menjelaskan penyebab kematiannya bukanlah karena bunuh diri.,1.343,False,id,ID,Indonesia,22614.0,Skylar Pictures,,110,0,2017-11-03,1,6.0,,tt7521752,2017
338594,Selimut Berdarah,,1.343,False,id,ID,Indonesia,65114.0,K2K Production,ID,83,0,2010-07-22,0,0.0,,tt1726076,2010
146524,Kejarlah Jodoh Kau Kutangkap,,1.343,False,id,ID,Indonesia,64837.0,Mitra Pictures,,103,0,2011-08-25,0,0.0,,tt2112177,2011
1051041,Uma de Raffa,,1.072,False,id,ID,Indonesia,95160.0,Palari Films,ID,20,0,2022-11-27,0,0.0,,,2022
641091,Kekasih,,1.203,False,id,ID,Indonesia,107906.0,PT Grandiz Media Production,,98,0,2008-04-03,0,0.0,13+,tt1227784,2008
267536,Banjir Kemarau,,1.342,False,id,,,,,,184,0,2009-01-01,0,0.0,,tt3397876,2009
935817,Pah Wongso Pendekar Boediman,,0.805,False,id,ID,Indonesia,169442.0,Star Film,ID,0,0,1940-04-01,0,0.0,,,1940
935145,Dasima,,0.805,False,id,ID,Indonesia,162513.0,Java Industrial Film,ID,0,0,1940-04-26,0,0.0,,,1940
490601,Bangsal 13,"Bangsal 13 merupakan film horor Indonesia yang dirilis pada tahun 2004 yang disutradarai oleh Ody Harahap. Film ini dibintangi antara lain oleh Endhita, Luna Maya, dan Lia Chandra, beserta pemeran pembantu lain. Film ini dibuat di daerah Sitamala, Tangerang pada tahun 2003.",1.341,False,id,ID,Indonesia,74336.0,PT Rexinema Multimedia Pratama,,94,0,2004-01-01,0,0.0,,tt3093764,2004
600488,Serangan Fajar,,1.34,False,id,,,116169.0,PPFN,,210,0,1981-05-08,0,0.0,,,1981
588447,Susuk Nyi Roro Kidul,,1.876,False,id,,,107030.0,Rapi Film,,82,0,1993-01-01,0,0.0,,tt0345979,1993
573024,Masuk Kena Keluar Kena,,1.201,False,id,ID,Indonesia,16514.0,Soraya Intercine Films,ID,88,0,1992-01-02,0,0.0,,,1992
531237,Godaan perempuan halus,,0.804,False,id,ID,Indonesia,,,,82,0,1993-01-01,0,0.0,,tt0345341,1993
513971,Yang Tercinta,,1.34,False,id,ID,Indonesia,102545.0,PT. Rana Artha Mulia,,90,0,1991-03-26,0,0.0,,,1991
1050657,Percakapan Kecil,,0.821,False,id,ID,Indonesia,95160.0,Palari Films,ID,18,0,2022-11-27,0,0.0,,,2022
552058,Folklore: A Mother's Love,,1.87,False,id,ID,Indonesia,17365.0,Zhao Wei Films,SG,48,0,2019-03-08,1,8.5,,tt9399274,2019
53207,Nagabonar,"Naga Bonar (Deddy Mizwar) adalah seorang pencopet di Medan yang sering keluar-masuk penjara Jepang, ia bersahabat dengan seorang pemuda bernama Bujang (Afrizal Anoda). Sepulang dari penjara, Bang Pohan (Piet Pagau) mengatakan tentang proklamasi kemerdekaan Indonesia yang sudah diproklamasikan di Jakarta, dan di Medan yang belum sempat dimerdekakan harus memperangi Belanda yang sudah memasuki wilayah Indonesia dengan maksud untuk berkuasa lagi. Lewat narator radio, diceritakan penolong Naga Bonar ketika sakit, Dokter Zulbi yang merupakan teman Bang Pohan diperkirakan sebagai mata-mata Belanda yang ternyata itu hanya isu. Naga Bonarpun menjadi tentara garis depan dalam perlawanan terhadap Belanda. Setelah beberapa perlawanan yang sengit, Naga Bonar dititahkan dari markas untuk mundur karena perundingan dengan Belanda mau dilaksanakan.",1.33,False,id,ID,Indonesia,,,,101,0,1986-12-31,4,6.1,,tt0288127,1986
358909,A Copy of My Mind,,1.328,False,id,ID,Indonesia,7036.0,CJ Entertainment,KR,117,0,2016-02-11,12,6.3,,tt4911656,2016
259918,Fiksi.,,1.328,False,id,ID,Indonesia,90986.0,Cinesurya Pictures,ID,107,0,2008-06-19,9,6.6,,tt1239435,2008
469312,Sekala Niskala,,1.317,False,id,AU,Australia,95385.0,Fourcolours Films,ID,86,0,2018-03-08,13,6.9,,tt7215548,2018
681784,Adit Sopo Jarwo: The Movie,"Adit bersama Ayah dan Bundanya pergi berlibur ke Yogyakarta menggunakan kereta api. Di tengah perjalanannya, kereta berhenti sejenak di Stasiun Cirebon. Bundanya yang tengah hamil mendadak sakit perut, ia pun berniat membelikan biskuit untuk bundanya tanpa izin terlebih dahulu. Saat Adit ingin kembali, keretanya telah berangkat dan membuat Adit tertinggal seorang diri di stasiun. Sopo yang saat itu bekerja sebagai porter menghampiri Adit karena merasa iba. Namun, alih-alih mengantarkan Adit ke Jogja, ia malah mengantarkannya ke rumah makan Gudeg Jogja. Melihat Adit kebingungan, Jarwo yang saat itu diturunkan dari kereta menawarkan Adit untuk mengantarkannya ke Yogyakarta. Perjalanan panjang mereka ke Yogyakarta pun dimulai.",1.597,False,id,ID,Indonesia,5344.0,MD Pictures,ID,82,0,2021-04-30,4,7.875,SU,,2021
516245,Arini,,1.31,False,id,ID,Indonesia,84442.0,MAX Pictures,ID,79,0,2018-04-05,3,6.5,,tt8077382,2018
638907,99 Nama Cinta,,1.491,False,id,ID,Indonesia,69003.0,MNC Pictures,ID,106,0,2019-11-14,1,7.0,SU,tt10640384,2019
962861,"Yang Patah Tumbuh, Yang Hilang Berganti",,1.512,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,85,0,2022-11-24,0,0.0,13+,,2022
1050959,(s)Aya,,0.816,False,id,ID,Indonesia,95160.0,Palari Films,ID,22,0,2022-11-27,0,0.0,,,2022
394496,Ada Apa Dengan Cinta? 2,"Cinta dan Rangga, dua orang remaja yang saling mencintai terpisahkan 14 tahun yang lalu. Kini, setelah bertahun-tahun, Rangga dan Cinta mendapatkan kesempatan untuk kembali bertemu. Akankah ini menjadi kesempatan kedua untuk mereka kembali bersama? Apalagi hidup mereka tidak lagi sesederhana dulu.",1.29,False,id,ID,Indonesia,46840.0,Legacy Pictures,,123,0,2016-04-28,25,5.94,,tt5687416,2016
492870,The Returning,,1.284,False,id,ID,Indonesia,78915.0,Kaninga Pictures,ID,88,0,2018-11-01,2,3.8,13+,tt9146130,2018
376071,Ngenest,"Ernest (Kevin Anggara/Ernest Prakasa) tidak pernah memilih bagaimana ia dilahirkan. Tapi nasib menentukan, ia terlahir di sebuah keluarga Cina. Tumbuh besar di masa Orde Baru dimana diskriminasi terhadap etnis Cina masih begitu kental. Bullying menjadi makanan sehari-hari. Ia pun berupaya untuk berbaur dengan teman-teman pribuminya, meski ditentang oleh sahabat karibnya, Patrick (Brandon Salim/Morgan Oey). Sayangnya berbagai upaya yang ia lakukan tidak juga berhasil, hingga Ernest sampai pada kesimpulan bahwa cara terbaik untuk bisa membaur dengan sempurna adalah dengan menikahi seorang perempuan pribumi.",1.283,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,91,0,2015-12-30,5,7.2,13+,tt6380556,2015
1052542,The (memories) We Never Forget,,0.933,False,id,ID,Indonesia,176285.0,VG+ Entertainment Group,,0,0,2022-12-02,0,0.0,R18+,tt21872854,2022
668649,Molulo 2: Jodohku yang Mana?,,1.104,False,id,,,,,,116,0,2022-09-01,0,0.0,13+,,2022
395678,Darah Perawan Bulan Madu,,1.277,False,id,ID,Indonesia,16614.0,MVP Pictures,ID,77,0,2009-05-02,3,2.8,,tt1495719,2009
731675,Benyamin Biang Kerok 2,,0.763,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,96,0,2020-09-18,2,6.0,13+,tt12868184,2020
405521,"Realita, Cinta dan Rock'n Roll",Ipang (Vino G. Bastian) dan Nugi (Herjunot Ali) adalah dua orang sahabat yang tidak menyukai sekolah dan gemar bermain musik. Kehidupan mereka jalani dengan impian untuk mencapai cita-cita mereka menjadi pemusik rock'n roll. Ipang merupakan anak seorang dosen (Frans Tumbuan) dan memiliki seorang adik laki-laki yang bernama Dido. Sedangkan Nugi adalah anak tunggal yang tinggal bersama ibunya. Diceritakan ayahnya sudah pergi ke Amerika sejak kecil dan tak pernah sekalipun mengengoknya. Mereka berdua (Ipang dan Nugi) sering bolos sekolah hanya untuk bersenang-senang atau main ke toko kaset milik Sandra (Nadine Chandrawinata).,1.265,False,id,ID,Indonesia,78678.0,PT Virgo Putra Film,,114,0,2006-02-02,5,5.8,,tt0959505,2006
815932,Pulau Plastik,,1.77,False,id,ID,Indonesia,51422.0,Visinema Pictures,ID,102,0,2021-04-22,0,0.0,,tt15496620,2021
1051012,Bakmie Bangka Heri,,0.81,False,id,ID,Indonesia,95160.0,Palari Films,ID,20,0,2022-11-27,0,0.0,,,2022
1050967,Golden Age,,0.81,False,id,ID,Indonesia,95160.0,Palari Films,ID,18,0,2022-11-27,0,0.0,,,2022
85801,Perawan disarang sindikat,,1.26,False,id,ID,Indonesia,7872.0,Rapi Films,ID,93,0,1987-01-04,10,4.8,,tt0788164,1987
370666,Midnight Show,,1.259,False,id,ID,Indonesia,51443.0,Renee Pictures,,100,0,2016-01-14,3,6.0,,tt4379102,2016
247414,Arisan!,,1.256,False,id,ID,Indonesia,29648.0,Kalyana Shira Film,,124,0,2003-12-10,10,6.1,,tt0374506,2003
800377,Devil on Top,"Perusahaan digital marketing Facade kedatangan bos baru bernama Sarah. Sarah membuat Angga dan rekan kerjanya Richard, Boni, dan Rudi, merasa sepertî bekerja di bawah pengawasan setan di neraka. Suatu hari, Angga menemukan selembar kertas yang berisi data para pegawai Facade. Khawatir akan kemungkiran bahwa para pegawai yang ditandai itu akan dipecat, Angga beserta para rekan kerjanya pun berencana untuk menggulingkan Sarah dari jabatannya sebelum pemecatan terjadi.",1.502,False,id,ID,Indonesia,5344.0,MD Pictures,ID,104,0,2021-06-25,1,5.0,13+,tt13920712,2021
526215,Jailangkung 2,,1.252,False,id,ID,Indonesia,46840.0,Legacy Pictures,,83,0,2018-06-15,3,4.7,13+,tt8512372,2018
516713,Reuni Z,,1.249,False,id,ID,Indonesia,7872.0,Rapi Films,ID,96,0,2018-04-12,4,5.5,17+,tt8310710,2018
600129,#Malam Jumat The Movie,"Untuk memberikan pengalaman berbeda pada penontonnya, Ewing mencoba hal baru dengan menjelajah sebuah taman bermain bernama Wonder Park yang telah lama terbengkalai. Bersama dengan timnya, Agan, Oji, Wingky, dan Lulu, mereka menemukan jaket dan topi berinisial RH di taman tersebut. Diduga benda-benda itu milik pelaku bunuh diri, tapi mereka tidak menemukan mayatnya. Seorang gadis bernama Dinda, mengaku sebagai adik pemilik jaket dan topi tersebut. Dia tidak yakin kakaknya bunuh diri. Untuk membuktikan itu, Dinda mengajak Ewing dan timnya untuk kembali ke Wonder Park. Pada kunjungan yang kedua ini, mereka harus menghadapi kenyataan yang lebih mengerikan.",1.04,False,id,ID,Indonesia,99376.0,Dee Company,,91,0,2019-05-16,3,3.0,17+,tt10284716,2019
510279,Titisan Setan,,1.244,False,id,ID,Indonesia,118805.0,Intercept Film Craft,,76,0,2018-03-08,1,6.0,,,2018
299130,Operation Wedding,,1.244,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,105,0,2013-02-21,1,5.0,13+,tt2773768,2013
800774,Titisan Setan 2,,1.305,False,id,ID,Indonesia,106838.0,Intercept Filmcraft,,81,0,2021-03-25,3,5.0,17+,tt11799800,2021
178543,Babi buta yang ingin terbang,,1.241,False,id,ID,Indonesia,63794.0,Babibutafilm,ID,77,0,2008-05-18,10,5.4,,tt1129405,2008
791715,Kembang Perawan,,1.736,False,id,ID,Indonesia,131472.0,Frame Ritz Picture,,95,0,2009-10-22,0,0.0,,tt1535591,2009
425623,Pulau Hantu,,1.238,False,id,ID,Indonesia,16614.0,MVP Pictures,ID,91,0,2007-10-30,2,3.5,,tt1148700,2007
652589,Janin,,0.791,False,id,ID,Indonesia,125978.0,PAW Pictures,,84,0,2020-01-16,3,2.3,17+,tt11450018,2020
